,sent_id,text,label
213,soylent-uist2010.pdf_213,Verification trades off time lag with quality: a user who can tolerate more error but needs less time lag might opt not to verify work or use fewer verification workers.,
214,soylent-uist2010.pdf_214,One challenge that the Find-Fix-Verify pattern shares with other Mechanical Turk algorithms is that it can stall when workers are slow to accept the task.,
215,soylent-uist2010.pdf_215,"Rather than wait for ten Turkers to complete the Find task before moving on to Fix, a timeout parameter can force our algorithm to advance if a minimum threshold of workers have completed the work.",
216,soylent-uist2010.pdf_216,Find-Fix-Verify in Soylent Both Shortn and Crowdproof use the Find-Fix-Verify pattern.,
217,soylent-uist2010.pdf_217,We will use Shortn as an illustrative example.,
218,soylent-uist2010.pdf_218,"To provide the user with near-continuous control of paragraph length, Shortn should produce many alternative rewrites without changing the meaning of the original text or introduce7 7 Word's grammar checker, eight authors and six reviewers did not catch the error in this sentence.",
219,soylent-uist2010.pdf_219,"Crowdproof later did, and correctly suggested that ""introduce"" should be ""introducing"".",
220,soylent-uist2010.pdf_220,grammatical errors.,
221,soylent-uist2010.pdf_221,Figure 4.,
222,soylent-uist2010.pdf_222,"Find-Fix-Verify identifies patches in need of editing, recruits workers to fix the patches, and votes to approve work.",
223,soylent-uist2010.pdf_223,We begin by splitting the input region into paragraphs.,
224,soylent-uist2010.pdf_224,The Find stage asks ten Turkers to identify candidate areas for shortening in each paragraph.,
225,soylent-uist2010.pdf_225,At least 20% of the Turkers must agree on a text region.,
226,soylent-uist2010.pdf_226,"Each agreed-upon patch moves on to the Fix stage, where five Turkers see it highlighted in the paragraph and are asked to shorten it, as well as determine if the patch can be cut entirely.",
227,soylent-uist2010.pdf_227,We now have a set of rewrites and votes on whether the text can be cut.,
228,soylent-uist2010.pdf_228,"If it can be cut, we introduce the empty string as a rewrite.",
229,soylent-uist2010.pdf_229,"In the Verify stage, five Turkers see a list of all the rewrites where each rewrite has been annotated using color and strikethroughs to highlight its differences from the original.",
230,soylent-uist2010.pdf_230,"Each Turker selects at least one rewrite that has significant spelling, grammar, or style problems, and at least one rewrite that significantly changes the meaning of the original sentence.",
231,soylent-uist2010.pdf_231,We use majority voting to remove problematic rewrites and to decide if the patch can be removed.,
232,soylent-uist2010.pdf_232,"At the end of the Verify stage, we have a set of candidate patches and a list of verified rewrites for each patch.",
233,soylent-uist2010.pdf_233,"To keep the algorithm responsive, we use a 15-minute timeout at each stage.",
234,soylent-uist2010.pdf_234,"We require a minimum of six workers in Find, three workers in Fix, and three workers in Verify.",
235,soylent-uist2010.pdf_235,"When the user specifies a desired maximum length, Shortn searches for the longest combination of rewrites subject to the length constraint.",
236,soylent-uist2010.pdf_236,This search is a special case of the knapsack problem and can be solved with a polynomial time dynamic programming algorithm.,
237,soylent-uist2010.pdf_237,IMPLEMENTATION Soylent consists of a front-end application-level add-in to Microsoft Word and a back-end service to run Mechanical Turk tasks (Figure 4).,
238,soylent-uist2010.pdf_238,The Microsoft Word plug-in is written using Microsoft Visual Studio Tools for Office (VSTO) and the Windows Presentation Foundation (WPF).,
239,soylent-uist2010.pdf_239,Backend scripts use the TurKit Mechanical Turk toolkit [16].,
240,soylent-uist2010.pdf_240,"EVALUATION Our initial evaluation sought to establish evidence for Soylent's end-to-end feasibility, as well as to understand the properties of the Find-Fix-Verify design pattern.",
241,soylent-uist2010.pdf_241,Shortn Evaluation We evaluated Shortn quantitatively by running it on example texts.,
242,soylent-uist2010.pdf_242,"Our goal was to see how much Shortn could shorten text, as well as its associated cost and time characteristics.",
243,soylent-uist2010.pdf_243,"We collected five examples of texts that might be sent to Shortn, each between one and seven paragraphs long.",
244,soylent-uist2010.pdf_244,We chose these inputs to span from preliminary drafts to finished essays and from easily understood to dense technical material (Table I).,
245,soylent-uist2010.pdf_245,"To simulate a real-world deployment, we ran the algorithms with a timeout enabled and set to twenty minutes.",
246,soylent-uist2010.pdf_246,"We required 6–10 workers to complete the Find tasks and 3–5 workers to complete the Fix and Verify tasks: if a Find task failed to recruit even six workers, it might wait indefinitely.",
247,soylent-uist2010.pdf_247,"To be slightly generous while matching going rates on Mechanical Turk, we paid $0.08 per Find, $0.05 per Fix, and $0.04 per Verify.",
248,soylent-uist2010.pdf_248,Each resulting paragraph had many possible variations depending on the number of shortened alternatives that passed the Verify stage – we chose the shortest possible version for analysis and compared its length to the original paragraph.,
249,soylent-uist2010.pdf_249,"We also measured wait time, the time between posting the task and the worker accepting the task, and work time, the time between acceptance and submission.",
250,soylent-uist2010.pdf_250,"In all tasks, it was possible for the algorithm to stall while waiting for workers, having a large effect on averages.",
251,soylent-uist2010.pdf_251,"Therefore, we report medians, which are more robust to outliers.",
252,soylent-uist2010.pdf_252,Results Shortn produced revisions that were 78%–90% of the original document length.,
253,soylent-uist2010.pdf_253,"For reference, a reduction to 85% could slim an 113⁄4 page UIST draft down to 10 pages with no substantial cuts in the content.",
254,soylent-uist2010.pdf_254,Table I summarizes and gives examples of Shortn's behavior.,
255,soylent-uist2010.pdf_255,"Typically, Shortn focused on unnecessarily wordy phrases like ""are going to have to"" (Table I, Blog).",
256,soylent-uist2010.pdf_256,"Turkers merged sentences when patches spanned sentence boundaries (Table I, Classic UIST), and occasionally cut whole phrases or sentences.",
257,soylent-uist2010.pdf_257,"To investigate time characteristics, we separate the notion of wait time from work time.",
258,soylent-uist2010.pdf_258,"The vast majority of Shortn's running time is currently spent waiting, because it can take minutes or hours for Turkers to find and accept the task.",
259,soylent-uist2010.pdf_259,"While wait time is important given the current Mechanical Turk, it is important to remember that the service will continue to grow.",
260,soylent-uist2010.pdf_260,"Assuming that the number of work tasks does not increase equivalently, wait times will drop.",
261,soylent-uist2010.pdf_261,"So, while our current median total wait time summed across the three stages was 18.5 minutes (1st Quartile Q1 = 8.3 minutes, 3rd Quartile Q3 = 41.6 minutes), we believe that in Input Blog Classic UIST [28] Draft UIST [29] Rambling E-mail Highly Technical Writing [3] Original Length 3 paragraphs 12 sentences 272 words 7 paragraphs 22 sentences 478 words 5 paragraphs 23 sentences 652 words 6 paragraphs 24 sentences 406 words 3 paragraphs 13 sentences 291 words 87% 90% 78% 82% Final Length 83% character length Turk Statistics $4.57 158 workers Time per Paragraph 46 – 57 min $7.45 264 workers 49 – 84 min $7.47 284 workers 52 – 72 min Example Output Print publishers are in a tizzy over Apple's new iPad because they hope to finally be able to charge for their digital editions.",
262,soylent-uist2010.pdf_262,"But in order to get people to pay for their magazine and newspaper apps, they are going to have to offer something different that readers cannot get at the newsstand or on the open Web.",
263,soylent-uist2010.pdf_263,The metaDESK effort is part of the larger Tangible Bits project.,
264,soylent-uist2010.pdf_264,"The Tangible Bits vision paper, which introduced the metaDESK along withand two companion platforms, the transBOARD and ambientROOM.",
265,soylent-uist2010.pdf_265,In this paper we argue that it is possible and desirable to combine the easy input affordances of text with the powerful retrieval and visualization capabilities of graphical applications.,
266,soylent-uist2010.pdf_266,"We present WenSo, a tool thatwhich uses lightweight text input to capture richly structured information for later retrieval and navigation in a graphical environment.",
267,soylent-uist2010.pdf_267,"$9.72 362 workers 44 – 52 min A previous board member, Steve Burleigh, created our web site last year and gave me alot of ideas.",
268,soylent-uist2010.pdf_268,"For this year, I found a web site called eTeamZ that hosts web sites for sports groups.",
269,soylent-uist2010.pdf_269,Check out our new page: [...] $4.84 188 workers 132 – 489 min Figure 3 shows the pseudocode that implements this design for Lookup.,
270,soylent-uist2010.pdf_270,FAWN-DS extracts two fields from the 160-bit key: the i low order bits of the key (the index bits) and the next 15 low order bits (the key fragment).,
271,soylent-uist2010.pdf_271,Table I. Our evaluation run of Shortn produced revisions between 78% – 90% of the original paragraph length on a single run.,
272,soylent-uist2010.pdf_272,The Example Output column contains example edits from each input.,
273,soylent-uist2010.pdf_273,the future the worker population will be large enough to consume any task as soon as it is posted.,
274,soylent-uist2010.pdf_274,"Considering only work time and assuming negligible wait time, Shortn produced cuts within minutes.",
275,soylent-uist2010.pdf_275,We estimate overall work time by examining the median amount of time a worker spent in each stage of the Find-Fix-Verify process.,
276,soylent-uist2010.pdf_276,"This process reveals that the median shortening took 118 seconds of work time, or just under two minutes, when summed across all three stages (Q1 = 60 seconds, Q3 = 3.6 minutes).",
277,soylent-uist2010.pdf_277,"As Mechanical Turk grows, users may see shortening tasks approaching a limit of two minutes.",
278,soylent-uist2010.pdf_278,The average paragraph cost $1.41 to shorten under our pay model.,
279,soylent-uist2010.pdf_279,"This cost split into $0.55 to identify an average of two patches, then $0.48 to generate alternatives and $0.38 to filter results for each of those patches.",
280,soylent-uist2010.pdf_280,"Were we instead to use a $0.01 pay rate for these tasks, the process would cost $0.30 per paragraph.",
281,soylent-uist2010.pdf_281,"Our experience is that paying less slows down the later parts of the process, but it does not impact quality [19] — it would be viable for shortening paragraphs under a loose deadline.",
282,soylent-uist2010.pdf_282,"Qualitatively, Shortn was most successful when the input had unnecessary text.",
283,soylent-uist2010.pdf_283,"For example, with the Blog input, Shortn was able to remove several words and phrases without changing the meaning of the sentence.",
284,soylent-uist2010.pdf_284,Workers were able to blend these cuts into the sentence easily.,
285,soylent-uist2010.pdf_285,"Even the most technical input texts had extraneous phrases, so Shortn was usually able to make at least one small edit of this nature in each paragraph.",
286,soylent-uist2010.pdf_286,Shortn occasionally introduced errors into the paragraph.,
287,soylent-uist2010.pdf_287,"While Turkers tended to stay away from cutting material they did not understand, they still occasionally flagged such patches.",
288,soylent-uist2010.pdf_288,"As a result, Turkers sometimes made edits that were grammatically appropriate but stylistically incorrect.",
289,soylent-uist2010.pdf_289,"For example, it may be inappropriate to remove the academic signaling phrase ""In this paper we argue that..."" from an introduction.",
290,soylent-uist2010.pdf_290,"Cuts were a second source of error: Turkers in the Fix stage would vote that a patch could be removed entirely from the sentence, but were not given the chance to massage the cut into the sentence.",
291,soylent-uist2010.pdf_291,"So, cuts often led to capitalization and punctuation problems at sentence boundaries.",
292,soylent-uist2010.pdf_292,Modern auto-correction techniques could catch many of these errors.,
293,soylent-uist2010.pdf_293,"Parallelism was another source of error: for example, in Highly Technical Writing (Table I), the two cuts were from two different patches, and thus handled by separate Turkers.",
294,soylent-uist2010.pdf_294,"These Turkers could not predict that their cuts would not match, one cutting the parenthetical and the other cutting the main phrase.",
295,soylent-uist2010.pdf_295,"To investigate the extent of these issues, we coded all 126 shortening suggestions as to whether they led to a grammatical error.",
296,soylent-uist2010.pdf_296,"37 suggestions were ungrammatical, again supporting our rule of thumb that 30% of raw Turker edits will be noisy.",
297,soylent-uist2010.pdf_297,"The Verify step caught 19 of the errors (50% of 37) while also removing 15 grammatical sentences: its error rate was thus (18 false negatives + 15 false positives) / 137 = 26.1%, again near 30%.",
298,soylent-uist2010.pdf_298,Microsoft Word's grammar checker caught 13 of the errors.,
299,soylent-uist2010.pdf_299,Combining Word and Shortn caught 24 of the 37 errors.,
300,soylent-uist2010.pdf_300,We experimented with feeding the shortest output from the Blog text back into the algorithm to see if it could continue shortening.,
301,soylent-uist2010.pdf_301,It continued to produce cuts between 70–80% with each iteration.,
302,soylent-uist2010.pdf_302,"We ceased after 3 iterations, having shortened the text to less than 50% length without sacrificing readability or major content.",
303,soylent-uist2010.pdf_303,The user can take advantage of this functionality by pushing the Shortn button again once the results come back.,
304,soylent-uist2010.pdf_304,"Crowdproof Evaluation To evaluate Crowdproof, we obtained a set of five input texts in need of proofreading (Table II).",
305,soylent-uist2010.pdf_305,"We manually labeled all spelling, grammatical and style errors in each of the five inputs, identifying a total of 49 errors.",
306,soylent-uist2010.pdf_306,We then ran Input Passes Word's Checker 4 ESL Notes Wikipedia UIST Draft Content 1 paragraph 4 sentences 49 words 1 paragraph 8 sentences 166 words 2 paragraphs 8 sentences 107 words 1 paragraph 5 sentences 63 words 1 paragraph 6 sentences 135 words Errors all/caught/fixed 9 / 9 / 8 12 / 5 / 4 14 / 8 / 8 Turkers $4.76 77 workers $2.26 38 workers $4.72 79 workers 47 min 42–53 min 8 / 7 / 6 $2.18 36 workers 54 min Example Output Time 48 min Marketing areis bad for brands big and small.,
307,soylent-uist2010.pdf_307,You Kknow Wwhat I am Ssaying.,
308,soylent-uist2010.pdf_308,"It is no wondering that advertisings are is bad for companyies in America, Chicago and Germany.",
309,soylent-uist2010.pdf_309,Updating of brand image areis bad for processes in one company and many companies.,
310,soylent-uist2010.pdf_310,"However, while GUI made using computers be more intuitive and easier to learn, it didn't let people be able to control computers efficiently.",
311,soylent-uist2010.pdf_311,"Massesnis only canThe masses only can use the software developed by software companies, unless they know how to write programs.",
312,soylent-uist2010.pdf_312,"Blah blah blah—This is an argument about whether there should be a standard ""nosql NoSQL storage"" API to protect developers storing their stuff in proprietary services in the cloud.",
313,soylent-uist2010.pdf_313,Probably unrealistic.,
314,soylent-uist2010.pdf_314,"To protect yourself, use an open software offering, and self-host or go with hosting solution that uses open offering.",
315,soylent-uist2010.pdf_315,"Dandu Monara (Flying Peacock, Wooden Peacock), The Flying mMachine able to fly.",
316,soylent-uist2010.pdf_316,The King Ravana (Sri Lanka) built it.,
317,soylent-uist2010.pdf_317,"Accorinding to hHindu believesfs in Ramayanaya King Ravana used ""Dandu Monara"" for abduct queen Seetha from Rama.",
318,soylent-uist2010.pdf_318,"According to believers, ""Dandu Monara"" landed at Werangatota.",
319,soylent-uist2010.pdf_319,6 / 4 / 3 $3.30 53 workers 96 min Many of these problems vanish if we turn to a much older recording technology---text.,
320,soylent-uist2010.pdf_320,"When we enter text, each (pen or key) stroke is being used to record the actual information we care about---; none is wasted on application navigation or configuration.",
321,soylent-uist2010.pdf_321,Table II.,
322,soylent-uist2010.pdf_322,A report on Crowdproof's runtime characteristics and example output.,
323,soylent-uist2010.pdf_323,"Crowdproof on the inputs using a 20-minute stage timeout, with prices $0.06 for Find, $0.08 for Fix, and $0.04 for Verify.",
324,soylent-uist2010.pdf_324,"We measured the errors that Crowdproof caught, that Crowdproof fixed, and that Word caught.",
325,soylent-uist2010.pdf_325,We ruled that Crowdproof had caught an error if one of the identified patches contained the error.,
326,soylent-uist2010.pdf_326,Results Soylent's proofreading algorithm caught 33 of the 49 errors (67%).,
327,soylent-uist2010.pdf_327,"For comparison, Microsoft Word's grammar checker found 15 errors (30%).",
328,soylent-uist2010.pdf_328,"Combined, Word and Soylent flagged 82% of all errors.",
329,soylent-uist2010.pdf_329,"Word and Soylent tended to identify different errors, rather than both focusing on the easy and obvious mistakes.",
330,soylent-uist2010.pdf_330,This result lends more support to Crowdproof's approach: it will waste relatively little money that an AI could have saved.,
331,soylent-uist2010.pdf_331,Crowdproof was effective at fixing errors that it found.,
332,soylent-uist2010.pdf_332,"Using the Verify stage to choose the best textual replacement, Soylent fixed 29 of the 33 errors it flagged (88%).",
333,soylent-uist2010.pdf_333,"To investigate the impact of the Verify stage, we labeled each unique correction that Turkers suggested as grammatical or not.",
334,soylent-uist2010.pdf_334,"Fully 28 of 62 suggestions, or 45%, were ungrammatical.",
335,soylent-uist2010.pdf_335,The fact that such noisy suggestions produced correct replacements again suggests that Turkers are much better at verification than they are at authoring.,
336,soylent-uist2010.pdf_336,Crowdproof's most common problem was missing a minor error that was in the same patch as a more egregious error.,
337,soylent-uist2010.pdf_337,The four errors that Crowdproof failed to fix were all contained in patches with at least one other error; Lazy Turkers fixed only the most noticeable problem.,
338,soylent-uist2010.pdf_338,"A second problem was a lack of domain knowledge: in the ESL example in Table II, Turkers did not know what a GUI was, so they could not know that the author intended ""GUIs"" instead of ""GUI"".",
339,soylent-uist2010.pdf_339,"There were also stylistic opinions that the original author might not have agreed with: in the Draft UIST example in Table II, the author clearly had a penchant for triple dashes that the Turkers did not appreciate.",
340,soylent-uist2010.pdf_340,Crowdproof shared many running characteristics with Shortn.,
341,soylent-uist2010.pdf_341,"Its median work time was 2.8 minutes (Q1 = 1.7 minutes, Q3 = 4.7 minutes), so it completes in very little work time.",
342,soylent-uist2010.pdf_342,"Similarly to Shortn, its wait time was 18 minutes (Median = 17.6, Q1 = 9.8, Q3 = 30.8).",
343,soylent-uist2010.pdf_343,"It cost more money to run per paragraph (μ=$3.40, σ=$2.13) because it identified far more patches per paragraph: we chose paragraphs in dire need of proofreading.",
344,soylent-uist2010.pdf_344,Human Macro Evaluation We were interested in understanding whether end users could instruct Mechanical Turk workers to perform openended tasks.,
345,soylent-uist2010.pdf_345,Can users communicate their intention clearly?,
346,soylent-uist2010.pdf_346,Can Turkers execute the amateur-authored tasks correctly?,
347,soylent-uist2010.pdf_347,Method We generated five feasible Human Macro scenarios (Table III).,
348,soylent-uist2010.pdf_348,We recruited two sets of users: five undergraduate and graduate students in our computer science department (4 male) and five administrative associates in our department (all female).,
349,soylent-uist2010.pdf_349,"We showed each user one of the five prompts, consisting of an example input and output pair.",
350,soylent-uist2010.pdf_350,We purposefully did not describe the task to the participants so that we would not influence how they wrote their task descriptions.,
351,soylent-uist2010.pdf_351,We then introduced participants to The Human Macro and described what it would do.,
352,soylent-uist2010.pdf_352,We asked them to write a task description for their prompt using The Human Macro.,
353,soylent-uist2010.pdf_353,We then sent the description to Mechanical Turk and requested that five Turkers complete each request.,
354,soylent-uist2010.pdf_354,"In addition to the ten requests generated by our participants, one author generated five requests himself to simulate a user who is familiar with Mechanical Turk.",
355,soylent-uist2010.pdf_355,We coded results using two quality metrics: intention (did the Turker understand the prompt and make a good faith effort?),
356,soylent-uist2010.pdf_356,and accuracy (was the result flawless?).,
357,soylent-uist2010.pdf_357,"If the Turker completed the task but made a small error, the result was coded as good intention and poor accuracy.",
358,soylent-uist2010.pdf_358,Results Users were generally successful at communicating their intention (Table III).,
359,soylent-uist2010.pdf_359,"The average command saw an 88% intention success rate (max = 100%, min = 60%).",
360,soylent-uist2010.pdf_360,"Typical intention errors occurred when the prompt contained two requirements: for example, the Figure task asked both for Task Tense $0.10 1 paragraph Figure $0.20 1 paragraph Quality CS: 100% intention, (20% accuracy) Admin: 100% (40%) Author: 100% (60%) CS: 75% (75%) Admin: 75% (75%) Author: 60% (60%) Opinions $0.15 1 paragraph CS: 100% (100%) Admin: 100% (100%) Author: 100% (100%) Citation Gathering $0.40 3 citations CS: 75% (75%) Admin: 100% (100%) Author: 66% (40%) Example Request Admin: ""Please change text in document from past tense to present tense.""",
361,soylent-uist2010.pdf_361,Example Input I gave one final glance around before descending from the barrow.,
362,soylent-uist2010.pdf_362,"As I did so, my eye caught something [...] Example Output I give one final glance around before descending from the barrow.",
363,soylent-uist2010.pdf_363,"As I do so, my eye catches something [...] CS: ""Pick out keywords from the paragrah like Yosemite, rock, half dome, park.",
364,soylent-uist2010.pdf_364,"Go to a site which hsa CC licensed images [...]"" CS: ""Please tell me how to make this paragraph communicate better.",
365,soylent-uist2010.pdf_365,"Say what's wrong, and what I can improve.",
366,soylent-uist2010.pdf_366,"Thanks!""",
367,soylent-uist2010.pdf_367,"Admin: ""Hi, please find the bibtex references for the 3 papers in brackets.",
368,soylent-uist2010.pdf_368,"You can located these by Google Scholar searches and clicking on bibtex.""",
369,soylent-uist2010.pdf_369,"Admin: ""Please complete the addresses below informtion needed as in example below. [...]""",
370,soylent-uist2010.pdf_370,"include all When I first visited Yosemite State Park in California, I was a boy.",
371,soylent-uist2010.pdf_371,I was amazed by how big everything was [...] http://commons.wikimedia.org /wiki/File:03_yosemite_half_dome.jpg Take a look at your computer.,
372,soylent-uist2010.pdf_372,"Think about how you launch programs, edit documents, and browse the web.",
373,soylent-uist2010.pdf_373,Don't you feel a bit lonely? [...],
374,soylent-uist2010.pdf_374,"Duncan and Watts [Duncan and watts HCOMP 09 anchoring] found that Turkers will do more work when you pay more, but that the quality is no higher.",
375,soylent-uist2010.pdf_375,This paragraph needs an objective I feel like.,
376,soylent-uist2010.pdf_376,"[...] After reading I feel like there should be about five more sentences [...] @conference{ title={{Financial incentives and [...]}}, author={Mason, W. and Watts, D.J.}, booktitle={HCOMP '09}} to Max Marcus, 3416 colfax ave east, 80206 Max Marcus 3416 E Colfax Ave Denver, CO 80206 CS: 82% (82%) Admin: 98% (96%) Author: 91% (68%) List Processing $0.05 10 inputs Table III.",
377,soylent-uist2010.pdf_377,The five tasks in the left column led to a variety of request strategies.,
378,soylent-uist2010.pdf_378,"Terse, error-filled user requests still often led to success.",
379,soylent-uist2010.pdf_379,an image and proof that the image is Creative Commonslicensed.,
380,soylent-uist2010.pdf_380,"Turkers read far enough to understand that they needed to find a picture, found one, and left.",
381,soylent-uist2010.pdf_381,Successful users clearly signaled Creative Commons status in the title field of their request.,
382,soylent-uist2010.pdf_382,"With accuracy, we again see that roughly 30% of work contained an error.",
383,soylent-uist2010.pdf_383,(The average accuracy was 70.8%.),
384,soylent-uist2010.pdf_384,"Turkers commonly got the task mostly correct, but failed on some detail.",
385,soylent-uist2010.pdf_385,"For example, in the Tense task, some Turkers changed all but one of the verbs to present tense, and in the List Processing task, sometimes a field would not be correctly capitalized or an Eager Beaver would add too much extra information.",
386,soylent-uist2010.pdf_386,"These kinds of errors would be dangerous to expose to the user, because the user might likewise not realize that there is a small error in the work.",
387,soylent-uist2010.pdf_387,"DISCUSSION This section reviews some fundamental questions about the nature of paid, crowd-powered interfaces as embodied in Soylent.",
388,soylent-uist2010.pdf_388,"Our work suggests that it may be possible to transition from an era where Wizard of Oz techniques were used only as prototyping tools to an era where a ""Wizard of Turk"" can be permanently wired into a system.",
389,soylent-uist2010.pdf_389,"We touch on resulting issues of wait time, cost, legal ownership, privacy, and domain knowledge.",
390,soylent-uist2010.pdf_390,"In our vision of interface outsourcing, authors have immediate access to a pool of human expertise.",
391,soylent-uist2010.pdf_391,"Lag times in our current implementation are still on the order of minutes to hours, due to worker demographics, worker availability, the relative attractiveness of our tasks, and so on.",
392,soylent-uist2010.pdf_392,"While future growth in crowdsourced work will likely shorten lag times, this is an important avenue of future work.",
393,soylent-uist2010.pdf_393,"It may be possible to explicitly engineer for responsiveness in return for higher monetary investment, or to keep workers on retainer with distractor tasks until needed [3].",
394,soylent-uist2010.pdf_394,"With respect to cost, Soylent requires that authors pay all workers for document editing — even if many changes never find their way into the final work product.",
395,soylent-uist2010.pdf_395,One might therefore argue that interface outsourcing is too expensive to be practical.,
396,soylent-uist2010.pdf_396,"We counter that in fact all current document processing tasks also incur significant cost (in terms of computing infrastructure, time, software and salaries); the only difference is that interface outsourcing precisely quantifies the price of each small unit of work.",
397,soylent-uist2010.pdf_397,"While paymentper-edit may restrict deployment to commercial contexts, it remains an open question whether the gains in productivity for the author are justified by the expense.",
398,soylent-uist2010.pdf_398,"Regarding privacy, Soylent exposes the author's document to third party workers without knowing the workers' identities.",
399,soylent-uist2010.pdf_399,Authors and their employers may not want such exposure if the document's content is confidential or otherwise sensitive.,
400,soylent-uist2010.pdf_400,"One solution is to restrict the set of workers that can perform tasks: for example, large companies could maintain internal worker pools.",
401,soylent-uist2010.pdf_401,"Rather than a binary opposition, a continuum of privacy and exposure options exists.",
402,soylent-uist2010.pdf_402,"Soylent also raises questions over legal ownership of the resulting text, which is part-user and part-Turker generated.",
403,soylent-uist2010.pdf_403,Do the Turkers who participate in Find-Fix-Verify gain any legal rights to the document?,
404,soylent-uist2010.pdf_404,"We believe not: the Mechanical Turk worker contract explicitly states that it is workfor-hire, so results belong to the requester.",
405,soylent-uist2010.pdf_405,Likewise with historical precedent: traditional copyeditors do not own their edits to an article.,
406,soylent-uist2010.pdf_406,"However, crowdsourced interfaces will need to consider legal questions carefully.",
407,soylent-uist2010.pdf_407,A final concern is that anonymous workers may not have the necessary domain knowledge or enough shared context to usefully contribute.,
408,soylent-uist2010.pdf_408,"We agree that some tasks, like fleshing out a related work section in an academic paper based on bullet points, are much more difficult to achieve on today's Mechanical Turk.",
409,soylent-uist2010.pdf_409,"However, a large subset of editing tasks only requires generic editing skills.",
410,soylent-uist2010.pdf_410,We also may effectively personalize by directing tasks to Turkers who have successfully worked on a user's documents before.,
411,soylent-uist2010.pdf_411,"CONCLUSION The following conclusion was Shortn'ed to 85% length: This paper presents Soylent, a word processing interface that uses crowd workers to help with proofreading, document shortening, editing and commenting tasks.",
412,soylent-uist2010.pdf_412,Soylent is an example of a new kind of interactive user interface in which the end user has direct access to a crowd of workers for assistance with tasks that require human attention and common sense.,
413,soylent-uist2010.pdf_413,"Implementing these kinds of interfaces requires new software programming patterns for interface software, since crowds behave differently than computer systems.",
414,soylent-uist2010.pdf_414,"We have introduced one important pattern, FindFix-Verify, which splits complex editing tasks into a series of identification, generation, and verification stages that use independent agreement and voting to produce reliable results.",
415,soylent-uist2010.pdf_415,"We evaluated Soylent with a range of editing tasks, finding and correcting 82% of grammar errors when combined with automatic checking, shortening text to approximately 85% of original length per iteration, and executing a variety of human macros successfully.",
416,soylent-uist2010.pdf_416,Future work falls in three categories.,
417,soylent-uist2010.pdf_417,"First are new crowddriven features for word processing, such as readability analysis, smart find-and-replace (so that renaming ""Michael"" to ""Michelle"" also changes ""he"" to ""she""), and figure or citation number checking.",
418,soylent-uist2010.pdf_418,Second are new techniques for optimizing crowd-programmed algorithms to reduce wait time and cost.,
419,soylent-uist2010.pdf_419,"Finally, we believe that our research points the way toward integrating on-demand crowd work into other authoring interfaces, particularly in creative domains like image editing and programming.",
